x,y,obs
251,186,10.97
249,213,7.32
249,218,7.32
249,241,30.48
251,241,1.83
253,248,14.33
250,245,17.36
249,256,2.44
250,260,7.62
249,267,23.77
251,267,12.19
251,284,11.28
250,288,17.37
251,290,14.94
252,294,6.71
253,301,6.4
251,301,7.01
253,302,18.9
251,307,3.35
250,320,8.09
251,318,3.53
251,319,6.6
252,321,22.65
249,328,10.35
250,327,11.24
250,335,11.61
250,346,19.85
249,371,4.57
249,371,4.57
253,375,0.91
253,34,2.02
250,64,21.64
250,84,30.48
250,85,0.91
254,96,2.44
250,157,2.86
250,170,24.38
254,178,22.86
252,179,12.19
250,189,12.19
250,236,18.45
252,234,9.14
254,244,24.24
254,241,13.72
252,248,4.15
251,256,3.05
251,256,2.13
250,263,3.05
252,260,13.72
253,262,5.49
253,264,7.01
253,275,7.92
254,274,25.51
251,279,8.23
250,288,16.76
252,292,10.67
253,302,24.08
252,300,12.5
251,298,0.3
250,310,2.74
251,306,12.19
254,318,10.69
252,328,6.24
250,327,13.78
252,327,14.01
252,331,11.16
254,336,20.18
250,352,13.69
251,363,15.55
254,364,4.75
254,364,6.71
252,367,3.96
253,22,3.66
252,54,6.1
252,53,9.14
253,60,3.66
255,71,12.19
254,74,24.08
252,77,18.29
254,85,42.67
251,84,3.66
255,171,32.0
254,206,21.34
253,234,22.56
255,243,17.37
254,253,2.44
255,256,9.14
251,256,3.05
253,262,6.1
252,267,18.9
251,268,4.57
255,270,9.45
251,272,14.33
254,271,5.49
254,273,28.96
251,279,8.23
251,279,7.92
255,282,16.15
252,289,46.33
251,290,16.76
252,300,10.67
253,300,4.57
253,307,4.57
253,307,5.49
251,306,8.53
251,312,28.96
251,312,22.86
255,315,9.14
251,314,12.68
254,318,11.77
252,327,15.0
254,336,21.16
254,332,6.65
255,331,9.15
255,364,1.83
254,364,8.53
255,364,1.22
253,375,3.05
251,376,4.57
252,376,7.01
252,24,1.22
253,22,3.05
252,50,21.34
254,65,5.49
256,82,1.83
252,96,0.61
256,117,12.19
256,182,19.2
256,182,14.33
254,241,15.24
253,244,25.3
253,242,10.67
253,242,7.62
255,256,9.14
254,260,3.05
252,260,11.58
253,264,7.62
255,270,8.9
252,275,15.54
256,274,6.1
255,274,13.41
252,281,4.27
254,283,48.77
252,291,13.72
256,296,6.71
255,306,10.36
253,307,6.4
254,316,4.76
252,318,19.81
252,320,21.98
255,318,28.5
255,316,8.13
256,326,14.74
256,331,15.38
256,336,9.14
254,355,18.87
252,367,7.32
252,367,6.1
254,370,15.74
254,376,6.1
254,27,6.1
255,42,3.66
255,47,5.18
253,60,3.66
255,111,9.14
255,116,2.13
257,173,12.65
255,180,15.24
255,180,13.72
257,183,33.53
253,188,4.57
253,189,21.34
254,208,4.57
257,235,6.1
253,238,24.11
257,240,30.48
257,240,30.48
255,243,20.12
255,256,7.62
255,259,5.18
255,256,9.14
254,260,3.05
254,260,2.44
254,260,3.05
256,269,20.42
257,271,13.72
257,271,10.67
254,274,26.52
256,281,4.88
257,280,13.41
254,283,42.37
256,291,13.11
257,302,15.85
256,305,25.6
255,306,12.5
253,307,9.14
255,318,25.91
256,326,13.92
257,325,11.15
256,363,9.14
253,371,0.91
254,370,7.71
256,26,19.81
258,56,1.52
254,63,1.22
254,65,4.57
254,70,6.1
257,75,45.72
258,115,3.89
254,181,24.38
255,197,2.39
254,207,6.71
256,209,13.72
258,226,4.57
257,233,26.17
256,235,19.81
258,233,7.62
255,259,4.57
254,263,9.45
254,264,9.14
254,271,3.66
258,269,1.52
258,272,8.53
258,279,7.62
258,279,14.63
258,278,5.18
258,286,8.39
256,294,13.72
255,294,23.16
256,295,9.14
257,296,1.52
258,301,6.1
257,305,23.16
255,306,11.28
254,315,17.6
258,316,5.04
258,327,8.8
255,325,18.22
254,331,4.81
254,333,6.71
257,345,1.37
254,349,21.19
256,357,1.08
254,370,4.27
254,376,8.23
257,375,4.57
256,24,24.38
256,27,2.44
258,56,0.91
259,173,14.02
259,174,21.03
255,181,7.62
256,197,2.74
256,209,7.62
257,242,6.1
255,246,6.1
257,250,6.71
257,250,2.44
256,255,1.52
256,255,2.13
255,259,5.49
259,256,12.19
255,259,1.52
255,259,7.62
255,263,6.1
259,267,15.24
258,270,6.1
259,273,7.32
255,274,12.59
255,274,17.31
259,278,16.76
258,281,49.98
256,281,3.46
259,294,9.01
257,297,1.83
257,295,4.88
258,301,7.01
258,310,49.99
259,316,21.55
259,316,26.08
258,330,6.85
258,330,7.09
255,331,10.06
259,335,4.98
255,340,26.03
257,344,8.71
259,355,21.67
257,359,14.24
256,364,0.91
256,369,19.51
256,369,15.24
256,377,9.14
257,25,12.19
257,66,3.66
257,67,13.11
256,73,3.05
259,173,4.88
260,172,12.19
259,194,17.96
256,210,16.76
256,218,21.34
256,245,1.52
260,248,1.52
256,255,3.05
259,256,7.62
259,256,4.57
259,256,2.44
259,270,16.15
257,273,6.4
258,281,53.64
259,293,12.19
259,290,25.9
256,294,13.72
256,296,6.71
260,292,17.98
259,307,7.32
257,307,30.48
260,315,14.1
257,326,2.92
258,325,13.1
257,331,17.18
259,328,11.28
257,331,17.86
256,350,16.18
257,345,2.48
256,349,10.81
258,355,16.01
258,352,2.38
257,358,13.72
256,363,7.92
256,363,7.62
256,363,9.33
256,369,19.51
259,16,10.67
258,28,5.18
261,57,3.05
261,57,3.35
260,88,14.94
259,97,4.27
259,117,3.66
260,173,10.67
257,183,18.29
258,194,9.94
258,194,3.05
257,194,2.44
257,194,7.92
257,194,7.62
257,202,7.62
257,203,3.66
261,232,6.1
257,235,12.19
257,240,28.96
260,240,22.86
257,242,4.57
261,248,0.61
261,248,2.44
261,248,6.1
259,256,10.67
261,256,15.24
257,271,10.67
258,275,3.96
260,276,9.14
260,278,21.03
259,279,28.96
257,280,12.1
257,281,15.87
259,278,13.34
259,294,6.09
259,294,6.1
257,300,10.97
257,301,4.88
258,302,13.72
260,315,15.58
261,313,11.87
261,313,12.5
259,329,5.18
257,324,29.96
259,326,20.47
260,328,16.95
258,327,6.69
258,329,1.95
261,335,1.18
261,345,14.3
261,343,8.48
261,343,7.88
261,343,11.13
260,348,7.62
260,353,11.7
258,354,9.37
259,354,4.91
259,354,2.83
257,363,6.1
257,364,7.32
258,369,9.14
260,377,3.11
261,31,1.22
262,33,12.19
262,35,6.1
259,68,12.19
260,172,18.29
258,208,14.94
258,215,7.92
262,240,9.14
262,247,2.13
262,247,3.66
262,251,2.44
261,258,4.27
261,258,2.74
259,256,9.14
262,262,13.72
259,269,3.05
260,269,11.89
259,269,3.96
262,275,10.2
262,291,0.36
261,289,7.53
259,293,16.0
260,292,18.09
259,294,7.01
259,314,7.62
259,326,21.53
258,329,3.66
262,335,2.56
262,335,11.19
260,345,4.58
261,343,9.53
260,350,20.85
261,354,16.97
258,356,13.9
258,359,2.81
258,364,3.35
260,55,29.26
259,63,1.22
263,87,28.65
263,89,2.13
263,89,5.85
261,93,1.89
260,115,15.24
259,208,8.53
261,232,5.49
263,240,11.69
262,246,4.57
263,245,3.66
263,252,3.66
263,258,3.66
263,258,3.05
261,261,20.73
263,258,7.62
262,270,4.57
260,271,9.14
259,271,9.14
260,271,9.45
262,269,14.02
261,274,7.01
260,293,2.01
259,293,16.84
259,301,12.5
263,302,3.05
262,304,15.85
260,313,12.19
263,318,4.88
260,328,17.06
260,328,13.72
263,334,3.96
261,349,25.93
261,348,18.07
260,353,14.03
261,354,16.57
259,380,0.91
260,36,21.03
264,57,4.27
260,63,30.48
260,75,1.22
263,86,12.5
260,185,21.03
260,185,9.14
260,207,1.83
263,230,2.44
264,232,21.28
263,240,12.19
263,240,8.23
262,246,4.57
263,246,1.83
263,252,2.74
263,255,9.14
261,258,4.57
261,256,15.24
262,262,14.63
262,260,10.67
262,262,13.72
262,262,13.72
263,271,9.14
262,270,6.1
262,270,3.66
261,268,20.73
260,275,4.57
261,276,4.57
264,288,3.79
262,287,10.67
264,288,4.19
260,292,26.85
262,305,9.75
262,308,7.32
263,307,13.37
264,318,11.73
264,318,5.71
264,318,4.64
264,318,6.8
260,328,20.19
262,335,18.29
261,343,9.31
261,346,11.59
261,348,15.33
260,353,12.37
260,354,6.08
262,378,3.35
261,68,15.24
265,76,39.62
261,107,30.48
261,120,12.19
261,165,6.39
261,207,3.05
262,206,2.13
261,231,20.94
265,253,24.38
261,248,0.61
264,245,1.22
264,255,16.76
263,255,9.14
264,260,17.37
262,262,15.24
264,256,4.27
262,260,11.58
261,267,26.82
263,269,12.8
262,267,33.53
262,267,30.78
262,268,28.96
263,275,17.07
262,275,10.97
262,276,6.4
264,292,1.39
262,298,14.29
263,298,3.66
265,311,27.72
265,317,6.51
265,329,6.25
265,329,5.16
263,340,14.86
261,345,16.18
261,343,10.22
261,347,0.44
261,348,18.99
261,347,7.09
261,347,3.95
261,348,7.05
263,29,14.63
262,40,18.29
265,45,20.12
265,43,17.68
262,68,3.05
264,85,33.53
262,113,27.43
262,113,30.48
264,123,33.53
264,138,8.09
262,191,12.19
262,214,5.49
263,230,7.62
264,232,15.36
265,239,16.46
266,243,10.67
263,256,5.79
262,260,12.19
263,260,2.44
264,275,17.68
264,285,3.76
263,290,6.15
262,289,16.58
265,290,2.61
263,290,6.46
262,301,0.91
264,300,0.61
264,301,30.48
262,304,15.24
262,306,2.13
262,308,6.93
265,312,6.1
266,317,8.42
266,317,8.93
266,327,9.04
263,334,8.53
266,335,14.02
266,336,6.68
262,341,5.82
265,37,8.53
265,40,1.83
263,45,12.19
263,45,11.58
264,55,12.5
264,84,9.14
267,220,10.06
266,220,19.81
267,227,21.95
264,232,19.97
265,239,18.29
265,239,12.19
263,252,13.72
264,252,17.42
266,254,5.49
263,259,2.13
264,259,13.72
266,261,5.49
264,267,9.14
264,268,10.97
266,265,3.96
263,268,21.95
263,268,31.39
264,270,23.77
264,277,51.82
267,272,9.14
264,285,3.29
264,285,4.75
264,290,11.99
267,289,35.05
267,295,15.85
263,305,31.09
265,312,6.57
266,316,3.41
267,326,4.46
267,328,10.67
265,337,11.26
266,32,8.53
267,36,6.1
267,37,15.24
265,89,6.1
267,105,3.66
266,173,29.86
265,229,4.27
266,244,3.35
264,244,6.1
266,243,15.24
266,243,19.2
266,244,1.52
264,252,12.19
264,252,15.24
266,253,37.49
266,254,0.61
264,260,18.29
268,262,8.53
264,270,13.41
264,270,21.03
268,270,0.0
264,287,2.88
268,284,21.42
264,288,4.4
264,292,1.92
268,312,9.78
268,311,6.71
268,311,8.53
268,328,0.3
268,326,4.57
267,327,9.84
267,327,8.92
266,335,13.72
266,336,9.14
268,338,6.71
268,338,7.01
267,9,28.04
268,29,15.24
268,49,3.05
265,79,24.38
269,87,24.38
269,87,37.77
265,153,9.69
269,165,36.98
265,204,24.38
268,224,1.52
267,226,54.86
266,228,18.29
265,239,8.53
265,239,13.41
266,244,1.52
266,247,40.54
268,247,18.29
269,254,10.36
269,254,9.14
266,257,3.66
267,260,10.97
265,261,22.86
266,261,6.1
267,263,10.67
267,266,15.24
267,267,5.79
267,273,24.69
265,293,5.97
269,292,22.25
268,311,6.82
269,310,14.33
268,311,1.52
268,311,4.65
267,320,26.0
267,328,11.76
266,335,12.8
268,334,7.32
265,339,20.42
267,341,19.51
268,56,12.19
268,56,13.11
268,105,30.48
269,174,2.8
269,174,0.66
268,171,7.93
268,195,3.33
266,198,6.1
270,236,0.85
266,243,13.72
270,245,4.88
270,257,0.0
269,256,2.44
268,263,0.61
268,261,13.72
269,259,22.25
267,283,13.83
266,284,1.83
267,295,13.72
270,311,3.05
270,307,20.73
270,310,10.52
269,316,4.26
270,327,18.29
270,334,4.57
267,337,9.75
269,335,2.13
268,56,13.41
267,63,7.01
271,75,9.75
271,84,9.14
271,84,4.57
271,120,9.14
271,173,2.28
268,171,10.67
271,178,7.01
267,203,12.19
268,203,22.86
269,220,18.29
268,219,15.24
269,228,18.29
271,228,12.19
270,228,24.38
268,234,1.83
270,236,2.44
270,245,6.1
271,248,30.48
271,255,3.96
269,256,3.05
267,259,24.99
268,261,13.41
267,265,7.01
268,265,11.58
271,271,7.32
268,271,3.35
267,301,15.24
271,309,6.37
271,309,6.4
271,309,6.55
269,316,4.4
269,333,53.34
267,335,10.01
268,339,6.06
268,10,2.44
268,43,29.57
268,63,7.32
268,63,17.68
271,103,4.27
272,104,7.01
272,104,5.49
272,204,3.05
268,219,15.24
271,223,4.88
269,228,18.29
270,236,7.01
270,245,7.01
270,245,7.92
272,247,16.76
270,245,6.1
270,245,4.57
272,254,10.67
270,253,8.53
271,250,40.84
268,267,3.66
272,271,13.41
268,272,5.79
272,272,14.63
270,302,7.62
270,302,8.53
270,307,19.72
271,309,9.14
270,310,9.85
272,320,5.71
271,317,1.52
269,326,8.23
268,326,4.24
271,329,4.88
268,332,13.45
269,339,8.0
269,339,9.14
271,340,5.49
271,340,7.62
272,346,0.0
272,346,6.71
269,63,18.29
272,168,2.65
272,175,19.2
272,179,7.01
272,183,3.08
269,195,1.52
273,201,4.88
270,236,1.83
272,242,8.53
273,243,4.57
273,250,15.24
269,255,38.71
272,259,20.42
272,272,18.59
273,301,9.75
270,302,11.57
273,303,16.88
270,309,26.83
270,317,6.95
270,318,4.29
269,326,7.98
269,326,10.36
273,328,4.97
271,340,1.22
270,334,4.51
269,339,11.58
270,340,14.06
273,344,7.01
273,38,3.35
273,37,14.63
270,43,13.11
271,53,6.1
271,53,4.88
274,63,10.67
272,73,7.01
272,73,8.23
273,78,5.49
271,84,13.72
273,118,2.74
270,123,5.36
271,175,7.01
272,183,2.32
272,230,7.62
273,242,1.52
273,242,0.61
273,244,10.67
274,246,2.44
274,246,3.66
273,243,5.79
272,249,22.56
272,254,12.8
273,254,43.28
272,259,18.29
272,259,17.07
274,270,16.46
274,271,23.77
272,298,3.66
270,302,11.16
273,316,7.32
270,317,6.1
271,317,1.28
273,321,15.66
273,328,5.79
271,329,4.14
273,328,7.22
273,330,9.14
272,334,0.91
270,334,3.78
274,345,7.32
272,41,4.57
273,71,28.96
271,75,2.9
272,108,1.22
272,179,6.1
275,203,12.31
275,221,3.05
275,227,24.38
275,227,27.43
273,231,1.83
275,228,17.07
272,250,21.34
273,253,9.14
274,251,5.49
273,258,24.38
274,271,18.9
273,271,4.88
274,271,18.29
275,302,24.53
274,304,34.57
274,309,4.91
271,307,10.87
275,310,17.33
274,308,9.14
273,311,8.18
273,316,11.79
271,317,2.69
271,317,2.67
272,321,2.94
273,332,11.06
272,333,8.14
275,331,15.85
274,342,3.05
275,343,3.91
273,341,10.36
273,347,10.67
275,350,8.23
275,350,6.71
274,346,5.18
274,51,20.42
274,71,0.84
274,124,2.74
274,179,30.48
272,182,10.36
275,202,41.21
275,200,30.48
275,214,17.05
272,214,16.76
276,224,5.49
276,224,2.74
272,232,27.43
273,242,6.1
272,248,25.91
274,252,12.19
274,258,13.41
276,263,24.69
276,263,32.92
274,262,1.83
274,270,12.19
273,271,6.71
275,282,12.28
276,283,15.55
275,283,4.44
272,291,3.05
273,298,2.26
273,303,19.81
274,308,9.39
274,308,9.71
275,308,2.97
274,309,3.94
276,322,7.1
273,321,13.83
272,320,6.58
273,326,3.67
275,331,20.33
276,338,29.87
276,334,6.1
272,340,15.85
275,346,8.23
274,349,10.13
274,353,6.41
277,92,8.53
275,121,2.74
276,129,4.88
273,179,2.44
273,179,15.24
275,181,28.96
277,220,3.66
275,229,3.96
276,229,16.46
275,230,10.67
275,241,7.62
276,238,35.05
273,242,1.52
274,246,1.52
276,251,13.41
275,256,40.23
275,256,34.14
275,256,41.45
276,263,30.78
275,265,2.74
277,269,25.6
274,288,7.09
274,287,3.05
274,302,9.68
276,307,1.22
277,305,13.03
273,311,8.64
273,311,7.1
277,316,17.07
273,316,11.65
274,321,12.44
273,321,13.31
275,327,2.37
277,330,16.15
273,332,9.66
276,336,8.63
275,342,6.25
277,350,0.61
277,48,1.22
275,57,12.19
276,66,3.05
274,71,6.1
276,105,3.05
278,119,43.28
275,121,3.35
275,144,32.0
274,169,6.1
274,179,14.63
275,219,14.02
275,219,13.72
278,222,4.57
276,242,10.06
276,244,4.27
274,246,1.83
274,250,38.1
276,254,28.04
275,256,45.72
276,263,42.06
276,263,42.67
274,264,18.59
274,270,18.59
277,268,7.92
278,281,5.18
275,284,2.44
277,301,5.84
275,308,2.41
276,316,8.32
278,319,12.3
277,317,20.75
276,316,7.58
276,316,4.62
275,323,22.86
274,321,12.19
274,321,12.01
277,326,0.57
275,327,1.69
275,327,6.0
277,330,14.63
278,330,9.14
278,330,8.84
278,334,0.61
278,340,14.56
276,340,10.33
277,334,4.3
275,346,8.09
274,342,3.15
274,351,3.66
279,65,7.62
278,72,19.81
275,117,48.77
279,159,4.74
278,213,0.91
278,219,18.59
275,241,6.1
275,245,3.96
278,249,3.05
276,246,26.79
275,251,4.27
277,258,9.14
275,256,39.62
276,263,25.91
278,268,25.91
277,272,39.93
277,279,2.74
279,281,9.88
275,292,11.1
276,302,11.26
275,302,21.38
279,310,7.67
276,316,9.15
276,316,6.53
275,316,10.81
275,316,10.34
278,319,11.67
279,322,6.06
275,323,24.26
275,327,2.83
276,336,9.16
276,336,9.19
276,336,7.92
275,346,7.92
278,352,3.96
279,36,3.35
278,47,9.14
276,54,1.83
276,66,6.1
280,67,7.92
277,69,0.61
278,107,0.0
280,125,10.06
276,167,12.46
278,197,16.76
277,202,25.91
276,204,3.05
279,205,38.1
276,204,3.05
276,204,3.05
276,212,9.75
278,209,12.19
276,216,22.86
276,220,0.0
277,224,21.34
280,229,27.43
280,228,5.49
276,239,21.34
276,242,8.84
276,242,1.22
276,244,9.14
279,248,6.1
279,247,10.67
277,254,2.44
280,252,39.32
276,263,27.74
276,263,32.31
276,269,3.16
278,274,10.36
277,291,3.79
277,301,6.48
279,310,9.38
279,310,6.71
276,316,9.14
278,316,14.94
279,322,3.32
276,322,12.74
279,322,3.76
276,331,7.62
276,332,1.83
278,338,23.87
276,336,8.35
276,337,2.01
277,335,5.05
280,334,6.0
279,339,4.78
277,347,3.09
279,106,0.91
277,114,1.83
281,123,0.61
281,123,1.52
281,127,4.57
281,182,10.59
281,182,16.15
278,196,18.29
280,196,33.53
279,200,3.05
278,200,15.24
277,210,22.31
279,212,9.75
280,230,1.22
277,237,3.66
279,248,6.1
279,248,5.18
280,247,14.02
278,247,17.98
281,253,3.05
280,252,41.15
277,257,14.02
279,257,17.68
281,266,34.44
281,262,21.95
279,283,32.02
279,285,2.29
277,290,0.69
281,295,2.44
280,295,17.07
279,295,3.66
277,302,11.96
280,305,23.37
280,310,3.66
278,312,18.91
278,321,9.14
279,327,11.28
278,326,18.23
278,341,12.19
278,350,13.41
277,347,3.96
280,354,13.11
279,354,8.84
279,358,9.14
280,86,0.61
282,124,18.29
281,164,6.1
282,174,4.57
282,181,2.44
280,193,3.05
282,198,7.62
280,210,4.57
279,210,6.1
279,222,3.66
278,222,3.05
282,234,12.19
282,234,12.19
282,244,5.49
282,244,4.57
282,248,12.19
279,246,25.91
282,253,30.48
282,253,22.86
279,257,13.11
281,262,24.38
281,262,24.99
278,266,3.96
278,268,24.69
282,276,10.67
282,274,6.71
282,289,1.65
281,292,2.13
279,310,10.67
278,316,10.74
279,322,6.1
281,321,1.92
281,322,5.11
279,322,8.17
281,322,3.37
278,326,17.07
282,329,4.82
279,334,3.15
282,336,17.2
282,335,11.77
282,341,3.18
282,352,8.53
280,362,5.61
280,362,7.53
283,64,1.52
283,75,0.0
281,108,6.1
283,122,0.91
283,122,0.91
283,121,3.66
280,127,3.05
281,132,4.57
279,138,0.61
281,165,32.0
281,190,6.1
280,189,18.9
281,197,21.34
283,198,17.07
281,203,30.48
280,211,1.22
280,218,10.67
283,222,24.38
283,222,19.51
283,228,13.72
282,228,9.14
283,235,4.03
283,242,5.18
283,242,6.1
283,242,3.38
281,249,9.14
282,253,32.0
282,252,13.72
281,251,18.29
281,254,4.57
279,266,0.61
279,267,6.1
279,281,10.99
280,286,5.0
280,285,9.39
281,292,3.05
279,301,5.86
280,301,13.34
281,312,7.66
282,320,17.91
280,315,4.95
279,329,13.03
282,339,13.72
280,341,5.96
283,346,10.17
280,347,6.23
280,349,2.62
280,361,3.05
283,50,9.75
281,61,7.32
284,73,12.19
280,72,5.18
281,133,1.83
281,142,45.72
281,143,7.32
284,157,17.37
284,157,23.32
281,189,8.23
283,198,9.14
283,200,7.92
281,208,6.71
283,212,6.71
283,222,24.38
284,226,15.24
280,227,2.44
282,243,7.01
282,253,24.75
282,253,43.59
282,253,26.82
282,253,23.47
282,253,32.0
283,257,9.14
284,261,18.29
282,261,42.06
284,262,3.96
281,264,7.01
284,265,2.13
282,274,5.49
283,272,11.28
283,272,11.28
280,301,8.08
281,312,8.39
282,311,10.67
284,314,3.97
284,310,9.91
284,316,25.15
281,322,6.04
282,321,2.27
283,329,15.24
282,337,18.84
281,335,14.97
284,40,3.05
285,41,8.53
285,42,15.24
285,77,38.71
281,109,45.72
283,107,5.79
281,133,6.1
285,142,21.34
281,143,6.1
284,149,13.41
281,189,15.24
282,196,1.83
281,203,29.87
282,209,13.72
281,208,8.53
282,213,15.24
281,219,18.29
285,220,6.1
285,221,4.57
282,221,32.0
283,224,15.24
283,228,13.11
285,236,3.35
285,243,3.05
285,243,3.05
283,247,17.1
282,258,4.57
285,264,16.46
282,274,5.49
283,276,6.71
282,275,4.27
282,304,11.98
283,310,13.23
282,310,16.35
283,316,11.89
283,319,10.29
281,328,3.05
282,329,6.1
284,330,10.97
285,348,6.4
284,29,8.84
284,30,1.46
285,38,30.48
286,39,2.44
286,45,27.43
282,48,24.38
284,52,2.74
286,79,2.44
283,107,3.05
285,127,7.62
286,129,0.61
282,140,2.13
285,142,18.29
285,149,27.43
286,173,6.1
286,199,15.24
286,199,11.58
283,200,9.14
283,211,1.52
283,212,5.49
282,224,23.16
284,226,16.15
286,236,10.06
285,245,6.1
282,253,22.86
284,264,1.83
286,264,10.97
282,274,3.05
282,275,4.88
282,275,4.88
286,289,7.62
286,294,27.43
286,305,11.28
282,306,1.34
286,308,0.0
284,304,5.43
284,310,8.92
286,318,9.51
286,319,7.06
286,327,3.36
282,330,12.19
282,334,14.63
285,339,12.82
284,30,3.5
285,41,9.14
285,42,12.19
284,42,0.0
285,47,0.0
283,89,43.28
285,102,5.79
287,110,5.49
285,130,3.05
283,136,1.22
284,140,5.79
284,141,2.44
285,142,8.84
286,160,0.03
283,198,11.28
283,211,4.57
283,212,8.23
283,212,7.62
285,221,3.05
285,221,2.44
283,228,7.32
287,232,13.72
287,236,18.29
287,234,5.49
287,234,9.14
285,243,2.44
286,244,6.71
287,250,26.79
287,251,22.86
283,253,17.37
285,253,0.3
286,264,11.28
285,268,43.59
283,272,3.05
283,272,1.83
284,272,14.02
284,276,12.19
284,279,1.22
283,278,6.07
286,287,9.45
286,291,5.29
287,298,6.71
283,305,5.85
286,301,0.0
286,305,12.73
284,315,13.15
287,316,8.25
285,319,2.25
285,326,10.06
284,330,13.26
286,335,21.09
283,336,17.09
286,342,10.79
285,349,9.46
285,348,6.1
285,350,12.98
286,39,2.13
286,50,4.88
286,50,2.44
284,64,24.38
285,70,27.43
285,121,2.13
288,121,18.29
285,130,3.66
287,130,15.24
288,132,50.29
288,138,3.05
284,140,6.1
285,162,7.32
285,195,14.02
284,196,5.49
285,204,7.62
286,218,9.14
286,219,27.43
288,220,5.49
285,223,15.24
284,227,12.19
288,233,8.23
288,233,8.53
288,235,10.67
288,233,4.57
286,243,5.18
284,241,16.0
286,241,10.52
288,249,14.17
287,251,18.59
286,255,3.66
287,257,32.61
284,261,19.81
284,265,6.1
288,264,16.15
284,272,4.57
284,272,1.52
285,278,1.95
284,276,11.43
285,296,21.03
285,305,7.32
284,306,5.76
286,305,12.25
288,309,8.17
286,310,14.94
286,310,17.92
287,316,11.03
288,317,12.19
286,319,8.2
285,319,4.15
284,325,7.62
287,326,6.71
287,325,10.67
287,329,13.72
286,326,3.66
287,329,15.05
287,335,5.61
286,347,7.34
286,38,0.3
287,105,80.77
287,109,3.05
285,116,9.14
288,136,6.1
288,136,9.14
289,137,3.66
287,145,0.91
286,171,39.62
287,172,8.53
287,214,6.1
289,218,12.19
285,221,2.74
289,230,13.72
288,235,12.19
289,243,18.0
286,255,4.57
289,265,12.19
285,278,3.66
289,300,11.28
286,306,18.98
286,305,10.36
285,305,9.1
287,310,10.8
287,313,13.44
289,318,14.99
289,318,15.24
285,326,8.99
289,331,3.05
289,336,28.15
288,339,19.81
285,340,9.69
287,38,1.83
286,51,10.67
286,58,8.53
290,101,0.91
290,101,4.57
286,109,0.3
287,108,0.61
288,130,18.29
290,129,2.74
287,137,1.83
290,158,4.88
289,159,10.06
290,165,6.1
286,206,10.97
287,211,15.24
287,209,57.91
287,211,12.19
290,216,9.14
289,234,3.05
289,234,3.96
289,242,15.24
287,257,32.0
288,263,2.13
289,262,9.45
288,265,17.98
290,274,6.25
290,274,8.23
289,289,3.96
286,306,14.87
290,317,19.17
288,318,13.9
290,315,8.69
288,331,0.91
289,329,14.43
290,332,15.94
289,332,3.66
287,335,5.38
289,343,1.97
289,343,0.39
286,343,2.37
286,346,6.55
288,349,4.0
286,349,13.35
289,370,5.29
289,45,16.76
289,61,21.34
288,62,6.71
288,62,12.19
287,126,13.72
291,132,15.24
290,129,1.22
291,139,3.35
290,138,30.48
291,170,3.96
291,210,5.79
290,216,9.14
289,229,5.18
291,233,7.62
291,244,31.39
290,249,7.01
288,250,28.29
287,251,21.95
288,251,21.03
288,257,25.05
287,257,33.83
288,259,5.79
288,263,1.83
288,262,1.22
289,265,6.4
290,274,4.27
290,298,2.08
290,303,4.66
291,311,22.38
290,316,4.27
291,329,6.71
287,325,14.33
289,332,3.66
288,332,1.69
291,340,5.38
289,341,11.04
289,349,5.88
288,69,4.27
292,110,1.52
290,118,3.35
292,123,3.66
292,123,3.96
292,135,6.1
289,146,15.24
290,158,7.32
292,170,2.44
290,179,4.69
291,205,2.13
290,211,3.05
290,230,2.74
291,232,6.1
292,240,7.62
292,246,33.53
290,244,19.85
291,260,10.33
288,256,32.0
289,263,17.68
289,265,12.19
289,262,9.43
290,274,7.32
291,280,6.71
291,282,4.36
288,289,5.64
291,301,13.38
290,308,2.44
288,309,8.8
288,309,6.1
291,316,10.97
292,325,7.78
291,327,18.18
289,330,7.62
291,328,10.91
292,330,3.0
292,335,1.52
290,337,11.86
292,340,9.81
289,343,1.11
288,349,3.51
288,350,1.74
289,349,6.22
291,57,9.14
289,100,2.44
292,105,30.48
292,123,3.35
290,129,0.91
289,129,6.1
289,130,3.66
292,138,4.57
293,157,11.89
292,207,5.18
291,205,4.27
293,208,14.63
292,212,32.0
293,229,9.14
292,226,27.43
289,229,5.18
291,232,6.1
291,235,9.75
290,238,1.52
293,236,23.62
292,255,26.21
292,257,15.54
291,260,11.28
289,263,16.76
289,265,6.74
289,265,0.14
293,268,3.05
290,274,1.49
292,289,5.49
292,289,4.27
290,294,5.79
289,295,22.62
291,304,10.97
293,308,0.61
289,314,20.73
290,316,5.08
289,316,12.74
289,318,17.37
291,316,11.28
291,326,9.36
289,331,3.46
290,333,12.83
290,332,16.49
291,335,4.68
290,339,4.0
289,339,21.94
293,348,8.33
292,348,2.83
293,349,5.07
293,52,9.14
292,110,2.44
293,118,2.13
292,118,27.13
292,123,2.13
290,135,12.19
293,157,7.32
290,158,6.0
293,157,14.17
294,169,10.67
292,200,9.14
292,207,7.92
294,203,4.57
291,210,7.62
290,216,6.1
293,224,6.1
293,225,1.52
293,225,4.57
292,227,10.97
291,238,3.66
290,248,12.88
290,264,6.05
291,273,1.25
290,300,19.81
290,299,4.57
291,313,9.96
293,309,5.74
293,312,13.87
291,313,9.14
293,316,12.8
292,325,15.24
294,325,4.91
291,328,10.88
